Index,Timestamp,Spot,Put Strike,Put LTP,Put Entry,Call Strike,Call LTP,Call Entry,Sold Premium,Current Premium,PNL
220,09:34:10,22221,22100 PE,11.05,16.0,22300 CE,23.6,16.25,32.25,34.65,-10.3
221,09:34:14,22222,22100 PE,11.2,16.0,22300 CE,22.65,16.25,32.25,33.85,-9.5
222,09:34:17,22220,22100 PE,11.15,16.0,22300 CE,23.15,16.25,32.25,34.3,-9.95
223,09:34:21,22221,22100 PE,11.2,16.0,22300 CE,22.75,16.25,32.25,33.95,-9.6
224,09:34:24,22220,22100 PE,11.35,16.0,22300 CE,22.15,16.25,32.25,33.5,-9.15
225,09:34:28,22219,22100 PE,11.4,16.0,22300 CE,22.3,16.25,32.25,33.7,-9.35
226,09:34:32,22221,22100 PE,11.15,16.0,22300 CE,23.15,16.25,32.25,34.3,-9.95
227,09:34:37,22222,22100 PE,11.2,16.0,22300 CE,22.55,16.25,32.25,33.75,-9.4
228,09:34:40,22220,22100 PE,11.1,16.0,22300 CE,22.6,16.25,32.25,33.7,-9.35
229,09:34:44,22220,22100 PE,11.15,16.0,22300 CE,22.35,16.25,32.25,33.5,-9.15
230,09:34:47,22221,22100 PE,10.6,16.0,22300 CE,22.95,16.25,32.25,33.55,-9.2
231,09:34:51,22222,22100 PE,10.85,16.0,22300 CE,22.75,16.25,32.25,33.6,-9.25
232,09:34:55,22222,22100 PE,10.65,16.0,22300 CE,23.25,16.25,32.25,33.9,-9.55
233,09:34:59,22224,22150 PE,18.0,18.05,22300 CE,23.9,16.25,34.3,41.9,-9.85
234,09:35:03,22224,22150 PE,18.15,18.05,22300 CE,23.65,16.25,34.3,41.8,-9.75
235,09:35:07,22225,22150 PE,18.1,18.05,22300 CE,23.6,16.25,34.3,41.7,-9.65
236,09:35:10,22223,22150 PE,18.05,18.05,22300 CE,23.45,16.25,34.3,41.5,-9.45
237,09:35:14,22222,22150 PE,18.2,18.05,22300 CE,23.2,16.25,34.3,41.4,-9.35
238,09:35:18,22219,22150 PE,18.75,18.05,22300 CE,22.5,16.25,34.3,41.25,-9.2
239,09:35:21,22223,22150 PE,18.15,18.05,22300 CE,23.6,16.25,34.3,41.75,-9.7
240,09:35:25,22224,22150 PE,18.2,18.05,22300 CE,23.6,16.25,34.3,41.8,-9.75
241,09:35:29,22224,22150 PE,18.75,18.05,22300 CE,23.25,16.25,34.3,42.0,-9.95
242,09:35:33,22224,22150 PE,18.65,18.05,22300 CE,23.25,16.25,34.3,41.9,-9.85
243,09:35:36,22224,22150 PE,18.35,18.05,22300 CE,23.75,16.25,34.3,42.1,-10.05
244,09:35:40,22223,22150 PE,18.6,18.05,22300 CE,23.5,16.25,34.3,42.1,-10.05
245,09:35:44,22221,22150 PE,18.9,18.05,22300 CE,22.9,16.25,34.3,41.8,-9.75
246,09:35:47,22220,22150 PE,18.75,18.05,22300 CE,22.75,16.25,34.3,41.5,-9.45
247,09:35:51,22220,22150 PE,18.7,18.05,22300 CE,23.0,16.25,34.3,41.7,-9.65
248,09:35:55,22221,22150 PE,18.8,18.05,22300 CE,22.45,16.25,34.3,41.25,-9.2
249,09:35:59,22222,22150 PE,18.75,18.05,22300 CE,22.5,16.25,34.3,41.25,-9.2
250,09:36:03,22221,22150 PE,18.65,18.05,22300 CE,22.65,16.25,34.3,41.3,-9.25
251,09:36:06,22220,22150 PE,19.15,18.05,22300 CE,21.6,16.25,34.3,40.75,-8.7
252,09:36:10,22219,22150 PE,18.9,18.05,22300 CE,21.6,16.25,34.3,40.5,-8.45
253,09:36:13,22221,22150 PE,18.8,18.05,22300 CE,21.5,16.25,34.3,40.3,-8.25
254,09:36:16,22218,22150 PE,18.9,18.05,22300 CE,21.65,16.25,34.3,40.55,-8.5
255,09:36:20,22217,22150 PE,19.15,18.05,22300 CE,21.2,16.25,34.3,40.35,-8.3
256,09:36:24,22217,22150 PE,19.35,18.05,22300 CE,20.7,16.25,34.3,40.05,-8.0
257,09:36:27,22217,22150 PE,19.45,18.05,22300 CE,20.8,16.25,34.3,40.25,-8.2
258,09:36:32,22218,22150 PE,19.5,18.05,22300 CE,20.9,16.25,34.3,40.4,-8.35
259,09:36:35,22216,22150 PE,19.5,18.05,22300 CE,20.8,16.25,34.3,40.3,-8.25
260,09:36:39,22215,22150 PE,19.45,18.05,22300 CE,20.75,16.25,34.3,40.2,-8.15
261,09:36:43,22217,22150 PE,19.5,18.05,22300 CE,21.45,16.25,34.3,40.95,-8.9
262,09:36:46,22220,22150 PE,19.4,18.05,22300 CE,21.35,16.25,34.3,40.75,-8.7
263,09:36:50,22217,22150 PE,19.25,18.05,22300 CE,21.85,16.25,34.3,41.1,-9.05
